,donorID,donated,probability
136,100242,0.0,0.3520973207517974
137,100243,1.0,0.6823231235910692
138,100244,0.0,0.35644543786632965
139,100246,0.0,0.17925338222852272
140,100247,1.0,0.9719220615072657
141,100249,1.0,0.7623954683103777
142,100251,1.0,0.8632542580242798
143,100252,0.0,0.48665793506184074
144,100253,0.0,0.3954573676408361
145,100254,1.0,0.8862568724805482
146,100256,0.0,0.4160834237385831
147,100258,1.0,0.6092647711144465
148,100259,1.0,0.7096325969398559
149,100260,0.0,0.30094983367402534
150,100261,1.0,0.5625845266255949
151,100263,0.0,0.3537143589027198
152,100266,0.0,0.17364285334608517
153,100267,1.0,0.5042066228028224
154,100268,1.0,0.6674497103621203
155,100269,1.0,0.5914368934643012
156,100270,0.0,0.1940493190828885
157,100271,0.0,0.4975764300877424
158,100272,1.0,0.5288533262651703
159,100273,0.0,0.4540244997398478
160,100275,0.0,0.24354440201612784
161,100279,0.0,0.3929010695129134
162,100281,0.0,0.409003659795346
163,100284,1.0,0.5434980649685249
164,100289,0.0,0.4879256713128421
165,100291,0.0,0.17925338222852272
166,100292,1.0,0.8857012186047116
167,100293,1.0,0.9332575212245119
168,100294,1.0,0.5377731611307365
169,100295,1.0,0.6140619463253223
170,100296,0.0,0.22603296199087983
171,100298,0.0,0.46594988038197827
172,100299,1.0,0.5095376228061379
173,100300,0.0,0.37655370262339494
174,100301,1.0,0.8359158153791793
175,100304,0.0,0.20641278022931042
176,100307,1.0,0.5625845266255949
177,100313,1.0,0.548042917204272
178,100314,0.0,0.3476379838794208
179,100315,0.0,0.4160834237385831
180,100319,1.0,0.5625845266255949
181,100320,0.0,0.4525886512893285
182,100322,1.0,0.5095780709276078
183,100323,1.0,0.538462369411224
184,100325,0.0,0.49027429425455954
185,100327,1.0,0.787298507481461
186,100329,0.0,0.29288955577037856
187,100330,1.0,0.538462369411224
188,100333,0.0,0.3170321080151037
189,100334,0.0,0.2458284824117796
190,100335,1.0,0.6231141457609286
191,100336,0.0,0.49027429425455954
192,100337,0.0,0.46594988038197827
193,100341,0.0,0.4160834237385831
194,100342,0.0,0.4828602457139166
195,100344,0.0,0.2887073387903679
196,100345,0.0,0.409003659795346
197,100348,0.0,0.2887073387903679
198,100350,1.0,0.7553702286999532
199,100351,0.0,0.4467931324060846
200,100352,1.0,0.7990208878883485
201,100356,1.0,0.8580704413204683
202,100357,0.0,0.20641278022931042
203,100359,0.0,0.3344047828268475
204,100361,0.0,0.3476379838794208
205,100363,1.0,0.5434980649685249
206,100368,0.0,0.3948483655845873
207,100369,0.0,0.4018497099859737
208,100370,1.0,0.9485230904163865
209,100371,0.0,0.44590685894306364
210,100373,0.0,0.46981842375489247
211,100374,0.0,0.2386841577625258
212,100376,0.0,0.1940493190828885
213,100380,1.0,0.6500930512304843
214,100382,1.0,0.7902288083446684
215,100384,0.0,0.40411097851252575
216,100387,1.0,0.7200636878350044
217,100392,1.0,0.5814874739492412
218,100393,1.0,0.6986003055063318
219,100397,0.0,0.4974863948075784
220,100399,0.0,0.45635536671370475
221,100400,1.0,0.5814874739492412
222,100402,0.0,0.3834361948217123
223,100404,0.0,0.4852075893994415
224,100405,1.0,0.6276023112204631
225,100406,0.0,0.4490961365325337
226,100409,0.0,0.3476379838794208
227,100411,1.0,0.5522476456315107
228,100413,0.0,0.48044989493373874
229,100416,1.0,0.6759640225142868
230,100417,1.0,0.713003004928709
231,100418,0.0,0.4467931324060846
232,100419,1.0,0.713003004928709
233,100423,1.0,0.6141993695134339
234,100425,1.0,0.9307755461438509
235,100426,0.0,0.46594988038197827
236,100427,0.0,0.28495715576228686
237,100428,0.0,0.280843220112117
238,100429,1.0,0.9002912297275616
239,100430,0.0,0.4925704742603814
240,100432,0.0,0.42779308841055136
241,100434,1.0,0.5647818374950625
242,100435,1.0,0.743542561968776
243,100436,0.0,0.20641278022931042
244,100437,1.0,0.6759640225142868
245,100440,0.0,0.37655370262339494
246,100441,1.0,0.8155876313054409
247,100444,0.0,0.41625669134759347
248,100445,1.0,0.8350065694785814
249,100446,1.0,0.6323295199808061
250,100449,1.0,0.6906410945793654
251,100450,1.0,0.6141993695134339
252,100451,1.0,0.6584187013957232
253,100452,0.0,0.409003659795346
254,100453,0.0,0.3856606544671251
255,100454,1.0,0.624416671170116
256,100455,0.0,0.21280945455336459
257,100456,1.0,0.6767896059803775
258,100459,0.0,0.3258661712570408
259,100460,0.0,0.49027429425455954
260,100461,0.0,0.1850046064540833
261,100463,1.0,0.7419497046246004
262,100464,1.0,0.6185343719616474
263,100468,1.0,0.5530608455775243
264,100469,0.0,0.2655131916072232
265,100472,0.0,0.42779308841055136
266,100473,0.0,0.47099947821042065
267,100475,0.0,0.2655131916072232
268,100476,0.0,0.3753937990031869
269,100478,0.0,0.3948483655845873
270,100480,0.0,0.4467931324060846
271,100481,1.0,0.5820962636423771
272,100482,0.0,0.3258661712570408
273,100483,0.0,0.35644543786632965
274,100484,1.0,0.5552681784372571
275,100485,1.0,0.7473904033801265
276,100486,1.0,0.6674497103621203
277,100487,1.0,0.5021596893806007
278,100488,0.0,0.21280945455336459
279,100489,1.0,0.5265107890504656
280,100490,1.0,0.7816527427466896
281,100492,0.0,0.2398278135509373
282,100493,0.0,0.3834361948217123
283,100495,0.0,0.2887073387903679
284,100499,1.0,0.5288533262651703
285,100502,0.0,0.46594988038197827
286,100503,1.0,0.5575879904219592
287,100505,0.0,0.27311106319446415
288,100506,1.0,0.6651305102740779
289,100508,1.0,0.5625845266255949
290,100510,1.0,0.6301416573644514
291,100511,0.0,0.3926047787303172
292,100513,1.0,0.8386806158048772
293,100515,1.0,0.7870965780132548
294,100516,1.0,0.6962148933290474
295,100517,1.0,0.9728742594612422
296,100518,1.0,0.7949505809636047
297,100519,1.0,0.7331995194397378
298,100520,0.0,0.3344047828268475
299,100521,0.0,0.4999261550738204
300,100523,1.0,0.938131313532378
301,100524,1.0,0.5192228511354224
302,100525,0.0,0.20641278022931042
303,100526,1.0,0.5814874739492412
304,100530,0.0,0.34305327544350817
305,100533,1.0,0.7489293965925199
306,100534,0.0,0.22603296199087983
307,100535,1.0,0.6587528243325129
308,100536,0.0,0.20641278022931042
309,100537,0.0,0.46268558158421746
310,100539,0.0,0.4852075893994415
311,100540,0.0,0.2967008156914476
312,100543,1.0,0.5288044141864938
313,100544,0.0,0.475569652994174
314,100545,0.0,0.22960034174361268
315,100546,1.0,0.7238352721086223
316,100547,1.0,0.8865202926949723
317,100548,0.0,0.41473726088730845
318,100549,0.0,0.2398278135509373
319,100550,0.0,0.23650144517512878
320,100552,1.0,0.6717152814584392
321,100556,1.0,0.5095780709276078
322,100559,0.0,0.35644543786632965
323,100560,0.0,0.17925338222852272
324,100561,0.0,0.3368904580909327
325,100565,0.0,0.2887073387903679
326,100566,0.0,0.47099947821042065
327,100567,1.0,0.7208388199070684
328,100569,1.0,0.7919460360439902
329,100570,1.0,0.7453241403536983
330,100572,1.0,0.8907399466335386
331,100573,1.0,0.5021596893806007
332,100574,1.0,0.572062295695282
333,100575,1.0,0.8599176519313942
334,100576,0.0,0.25072821990929633
335,100577,0.0,0.4018497099859737
336,100578,1.0,0.6233075999882279
337,100579,0.0,0.1850046064540833
338,100583,0.0,0.4540244997398478
339,100584,0.0,0.3174416011429634
340,100585,0.0,0.25072821990929633
341,100587,0.0,0.2967008156914476
342,100589,0.0,0.27311106319446415
343,100590,1.0,0.5769036438485019
344,100593,0.0,0.29288955577037856
345,100596,0.0,0.49027429425455954
346,100598,1.0,0.6779404343570546
347,100599,0.0,0.19089743637096998
348,100603,0.0,0.409003659795346
349,100605,0.0,0.2655131916072232
350,100606,1.0,0.548042917204272
351,100607,1.0,0.6826765671750943
352,100610,1.0,0.7303817133062478
353,100612,1.0,0.6185343719616474
354,100613,0.0,0.2887073387903679
355,100614,1.0,0.6305014127330488
356,100616,0.0,0.3174416011429634
357,100619,0.0,0.3258661712570408
358,100620,1.0,0.6887274741132244
359,100623,1.0,0.8891366060190458
360,100624,1.0,0.545713832658142
361,100626,0.0,0.3834361948217123
362,100627,1.0,0.5693682460574266
363,100630,1.0,0.6488118280346304
364,100631,1.0,0.6843634306222796
365,100635,0.0,0.20641278022931042
366,100637,0.0,0.37434976292794103
367,100642,0.0,0.3997041253129193
368,100644,0.0,0.34305327544350817
369,100645,1.0,0.5697598178255098
370,100647,1.0,0.5288533262651703
371,100649,0.0,0.27311106319446415
372,100650,1.0,0.5647818374950625
373,100652,0.0,0.3476379838794208
374,100653,1.0,0.623430977500352
375,100654,0.0,0.35644543786632965
376,100655,0.0,0.46594988038197827
377,100656,0.0,0.29097334571912953
378,100657,0.0,0.22560898540266236
379,100658,1.0,0.8899378201146945
380,100659,0.0,0.24354440201612784
381,100660,0.0,0.280843220112117
382,100662,0.0,0.20015948927062366
383,100663,0.0,0.29288955577037856
384,100664,1.0,0.5530608455775243
385,100666,1.0,0.8134763288020334
386,100667,1.0,0.9101744517716516
387,100668,0.0,0.3174416011429634
388,100671,1.0,0.5625845266255949
389,100675,0.0,0.35180721512587826
390,100676,0.0,0.4205443514328119
391,100677,1.0,0.735420503090541
392,100679,1.0,0.847145600081332
393,100681,0.0,0.4636117991714908
394,100683,0.0,0.48062967898635356
395,100686,0.0,0.28495715576228686
396,100687,0.0,0.3792062558418553
397,100688,0.0,0.4732260741160684
398,100689,0.0,0.20641278022931042
399,100692,0.0,0.2580516522970095
400,100695,1.0,0.7919460360439902
401,100697,1.0,0.5575879904219592
402,100699,1.0,0.8283198033003915
403,100701,0.0,0.2580516522970095
404,100703,1.0,0.5625845266255949
405,100704,1.0,0.548042917204272
406,100705,0.0,0.2922558833909177
407,100706,1.0,0.8678883941574639
408,100707,1.0,0.5361257023369029
409,100708,0.0,0.2580516522970095
410,100709,1.0,0.641696688569991
411,100710,1.0,0.572062295695282
412,100711,0.0,0.4999261550738204
413,100712,1.0,0.6778634665755336
414,100714,0.0,0.3174416011429634
415,100715,0.0,0.23285925012877737
416,100716,0.0,0.12377585810489251
417,100721,1.0,0.5288533262651703
418,100723,0.0,0.3476379838794208
419,100724,0.0,0.33243115030668285
420,100725,1.0,0.5814874739492412
421,100730,1.0,0.6441817019532842
422,100731,1.0,0.6185343719616474
423,100733,1.0,0.6856836171976441
424,100734,1.0,0.7473904033801265
425,100735,0.0,0.36066190010616905
426,100738,1.0,0.5522234433067752
427,100739,0.0,0.25072821990929633
428,100740,0.0,0.40411097851252575
429,100745,1.0,0.6075784583267961
430,100746,0.0,0.3834361948217123
431,100748,0.0,0.4636117991714908
432,100749,0.0,0.28495715576228686
433,100750,1.0,0.6401425692202585
434,100751,1.0,0.548042917204272
435,100754,0.0,0.4636117991714908
436,100757,1.0,0.732668234352804
437,100758,0.0,0.3948483655845873
438,100761,1.0,0.6185343719616474
439,100762,1.0,0.9212096881458183
440,100763,1.0,0.8528076458586139
441,100764,0.0,0.4999261550738204
442,100766,0.0,0.41116497217405823
443,100767,0.0,0.4205443514328119
444,100768,0.0,0.409003659795346
445,100769,1.0,0.538462369411224
446,100770,0.0,0.35180721512587826
447,100771,0.0,0.2398278135509373
448,100772,0.0,0.20641278022931042
449,100773,1.0,0.6276023112204631
450,100775,1.0,0.6759640225142868
451,100776,0.0,0.21280945455336459
452,100777,0.0,0.4160834237385831
453,100778,1.0,0.622934573557693
454,100779,0.0,0.3997041253129193
455,100781,1.0,0.5811975118406449
456,100783,1.0,0.5530608455775243
457,100784,0.0,0.19089743637096998
458,100785,0.0,0.19089743637096998
459,100786,1.0,0.5530608455775243
460,100787,1.0,0.7616899775515684
461,100789,1.0,0.9501276224250434
462,100790,1.0,0.5434980649685249
463,100791,1.0,0.9194759360046191
464,100795,1.0,0.6588245948305186
465,100796,0.0,0.42779308841055136
466,100797,1.0,0.623411638665901
467,100799,0.0,0.20015948927062366
468,100803,0.0,0.35180721512587826
469,100804,0.0,0.475569652994174
470,100805,0.0,0.28495715576228686
471,100809,1.0,0.7285421474306795
472,100811,1.0,0.6588245948305186
473,100812,0.0,0.409003659795346
474,100814,0.0,0.16817194887524806
475,100817,1.0,0.6500930512304843
476,100820,0.0,0.22603296199087983
477,100821,1.0,0.5575879904219592
478,100823,0.0,0.3344047828268475
479,100824,0.0,0.36535106288337427
480,100827,0.0,0.1822563179885746
481,100828,0.0,0.18951518769895878
482,100829,0.0,0.33146049972934777
483,100830,0.0,0.37378997384347423
484,100831,1.0,0.5288533262651703
485,100832,0.0,0.280843220112117
486,100834,1.0,0.7293250125669833
487,100835,1.0,0.6093830555187033
488,100836,1.0,0.6843634306222796
489,100837,0.0,0.4999261550738204
490,100838,1.0,0.5318858321580547
491,100840,0.0,0.30094983367402534
492,100841,1.0,0.7361107240209113
493,100843,0.0,0.1822563179885746
494,100844,1.0,0.6887274741132244
495,100845,1.0,0.5908535343637868
496,100846,1.0,0.5908535343637868
497,100847,0.0,0.48062967898635356
498,100848,0.0,0.2655131916072232
499,100851,0.0,0.35180721512587826
500,100852,1.0,0.8382947548679842
501,100853,1.0,0.6926441128308332
502,100856,0.0,0.16817194887524806
503,100860,0.0,0.1822563179885746
504,100861,0.0,0.42779308841055136
505,100862,0.0,0.2580516522970095
506,100863,0.0,0.2967008156914476
507,100864,1.0,0.8567048329009234
508,100865,0.0,0.3210695545590829
509,100866,0.0,0.2655131916072232
510,100867,1.0,0.6233075999882279
511,100869,1.0,0.6001541190426495
512,100870,0.0,0.30094983367402534
513,100871,1.0,0.7616899775515684
514,100873,0.0,0.4018497099859737
515,100874,0.0,0.40411097851252575
516,100875,0.0,0.43495872397699786
517,100877,0.0,0.2967008156914476
518,100880,0.0,0.42549392648298134
519,100882,0.0,0.48062967898635356
520,100883,0.0,0.18808181052696346
521,100884,1.0,0.7426884677988154
522,100885,0.0,0.4183687658876758
523,100886,1.0,0.6029684188233156
524,100890,0.0,0.2967008156914476
525,100891,0.0,0.3174416011429634
526,100892,0.0,0.18808181052696346
527,100894,1.0,0.7357323284036998
528,100896,0.0,0.19764551542363848
529,100898,1.0,0.7772825978786916
530,100899,0.0,0.46508334630293274
531,100901,0.0,0.3476379838794208
532,100904,1.0,0.5908535343637868
533,100907,1.0,0.713003004928709
534,100910,0.0,0.4160834237385831
535,100912,1.0,0.6431241482687019
536,100913,0.0,0.18808181052696346
537,100914,1.0,0.7048889067024191
538,100917,0.0,0.3344047828268475
539,100918,1.0,0.9369916773097674
540,100919,1.0,0.5095780709276078
541,100920,0.0,0.3903634923264236
542,100921,0.0,0.28495715576228686
543,100924,0.0,0.1765741211385333
544,100925,1.0,0.5860071322370602
545,100926,1.0,0.538462369411224
546,100932,0.0,0.17925338222852272
547,100933,1.0,0.7508359448110009
548,100935,1.0,0.684029453161254
549,100936,0.0,0.29288955577037856
550,100937,1.0,0.6093830555187033
551,100939,0.0,0.43495872397699786
552,100940,1.0,0.5288533262651703
553,100943,1.0,0.7546104720692443
554,100944,0.0,0.45635536671370475
555,100949,0.0,0.4507249951008428
556,100952,1.0,0.6412597240237744
557,100953,1.0,0.7947409450262422
558,100954,0.0,0.4022496862784547
559,100955,0.0,0.3834361948217123
560,100958,0.0,0.3258661712570408
561,100959,1.0,0.7382680199398602
562,100961,1.0,0.572062295695282
563,100962,0.0,0.3174416011429634
564,100963,0.0,0.35644543786632965
565,100964,0.0,0.3210656665811532
566,100967,0.0,0.3926047787303172
567,100970,1.0,0.7820757760381276
568,100971,1.0,0.7546104720692443
569,100972,0.0,0.475569652994174
570,100973,1.0,0.5575879904219592
571,100974,0.0,0.30094983367402534
572,100975,1.0,0.838114294236104
573,100977,1.0,0.8049304433702428
574,100979,1.0,0.674904080228485
575,100980,1.0,0.6803899620622776
576,100984,1.0,0.7127473888013888
577,100985,0.0,0.3598635216221014
578,100987,1.0,0.7250174041935658
579,100989,0.0,0.4999261550738204
580,100994,0.0,0.27311106319446415
581,100995,0.0,0.40411097851252575
582,100997,0.0,0.21280945455336459
583,100998,1.0,0.548042917204272
584,101000,0.0,0.29288955577037856
585,101002,1.0,0.8921860419702395
586,101003,0.0,0.23650144517512878
587,101004,0.0,0.35180721512587826
588,101009,1.0,0.6001541190426495
589,101011,1.0,0.7959481081216604
590,101014,0.0,0.4999261550738204
591,101016,1.0,0.6412597240237744
592,101017,1.0,0.5021596893806007
593,101018,1.0,0.82399825457879
594,101019,0.0,0.4453239142899904
595,101020,0.0,0.42779308841055136
596,101021,0.0,0.25072821990929633
597,101023,0.0,0.21934956842139716
598,101025,1.0,0.8959711118674336
599,101026,0.0,0.4018497099859737
600,101028,0.0,0.3091349548718439
601,101030,0.0,0.23650144517512878
602,101031,0.0,0.4925071760795333
603,101032,0.0,0.3476203760293118
604,101033,0.0,0.3476379838794208
605,101034,0.0,0.4205443514328119
606,101035,0.0,0.1822563179885746
607,101036,0.0,0.3674229395876298
608,101037,0.0,0.35180721512587826
609,101038,1.0,0.5434980649685249
610,101039,0.0,0.17097687237325804
611,101041,0.0,0.2580516522970095
612,101043,0.0,0.48062967898635356
613,101044,1.0,0.743542561968776
614,101046,0.0,0.4205443514328119
615,101048,0.0,0.18808181052696346
616,101050,0.0,0.3476379838794208
617,101051,0.0,0.4183687658876758
618,101056,0.0,0.280843220112117
619,101057,0.0,0.4975764300877424
620,101059,1.0,0.548042917204272
621,101060,0.0,0.40411097851252575
622,101062,0.0,0.40411097851252575
623,101063,1.0,0.7788638284604399
624,101066,0.0,0.3452484364811914
625,101068,0.0,0.2887776687249411
626,101069,0.0,0.34411118777360206
627,101070,0.0,0.30195596109930695
628,101071,1.0,0.5625845266255949
629,101073,1.0,0.5335929251599013
630,101074,1.0,0.6500930512304843
631,101075,0.0,0.30094983367402534
632,101077,0.0,0.48062967898635356
633,101078,0.0,0.19089743637096998
634,101079,0.0,0.22603296199087983
635,101081,0.0,0.4467931324060846
636,101084,0.0,0.36535106288337427
637,101085,0.0,0.46594988038197827
638,101086,1.0,0.5192228511354224
639,101087,0.0,0.21280945455336459
640,101088,0.0,0.4183687658876758
641,101091,0.0,0.4134424274121406
642,101092,0.0,0.43727010279994183
643,101093,1.0,0.5434980649685249
644,101094,0.0,0.14345043248022307
645,101095,0.0,0.35697525623086956
646,101096,0.0,0.17925338222852272
647,101100,0.0,0.3997041253129193
648,101101,0.0,0.21934956842139716
649,101103,0.0,0.4975764300877424
650,101105,1.0,0.7471637985322094
651,101106,0.0,0.475569652994174
652,101107,1.0,0.6276023112204631
653,101108,1.0,0.8314271065610178
654,101110,1.0,0.5288533262651703
655,101112,0.0,0.24354440201612784
656,101114,0.0,0.43727010279994183
657,101117,0.0,0.46594988038197827
658,101120,0.0,0.23650144517512878
659,101122,0.0,0.4879256713128421
660,101123,1.0,0.8400656727424892
661,101126,1.0,0.6093830555187033
662,101127,0.0,0.21280945455336459
663,101128,0.0,0.475569652994174
664,101130,1.0,0.6977757072753623
665,101132,1.0,0.662330397967576
666,101134,0.0,0.4205443514328119
667,101135,1.0,0.7500234785985224
668,101141,0.0,0.4852075893994415
669,101143,0.0,0.43495872397699786
670,101144,0.0,0.30094983367402534
671,101145,0.0,0.17364285334608517
672,101146,0.0,0.17364285334608517
673,101147,0.0,0.4134424274121406
674,101149,0.0,0.280843220112117
675,101150,1.0,0.6988539228900617
676,101151,0.0,0.2887073387903679
677,101154,0.0,0.28495715576228686
678,101156,1.0,0.8652074241147077
679,101160,0.0,0.40411097851252575
680,101161,0.0,0.3476379838794208
681,101164,0.0,0.3091349548718439
682,101165,0.0,0.35180721512587826
683,101166,0.0,0.4999261550738204
684,101168,0.0,0.1850046064540833
685,101169,0.0,0.34305327544350817
686,101170,0.0,0.4467931324060846
687,101172,0.0,0.28495715576228686
688,101173,1.0,0.545713832658142
689,101175,1.0,0.7894276326368768
690,101178,1.0,0.9068911096103663
691,101183,1.0,0.5202474624446465
692,101185,0.0,0.19089743637096998
693,101186,0.0,0.4732260741160684
694,101189,0.0,0.1940493190828885
695,101190,1.0,0.5184117487779575
696,101191,1.0,0.5575879904219592
697,101194,0.0,0.2887073387903679
698,101197,0.0,0.32294258485987193
699,101198,1.0,0.6735490426214443
700,101199,0.0,0.2580516522970095
701,101200,0.0,0.2398278135509373
702,101202,0.0,0.27311106319446415
703,101203,0.0,0.4183687658876758
704,101204,1.0,0.6928438319268233
705,101207,0.0,0.20015948927062366
706,101209,0.0,0.280843220112117
707,101210,1.0,0.5830530588499668
708,101213,1.0,0.5625845266255949
709,101215,0.0,0.35644543786632965
710,101216,1.0,0.743542561968776
711,101219,1.0,0.5288533262651703
712,101222,0.0,0.45635536671370475
713,101224,1.0,0.6969443657105038
714,101225,0.0,0.48062967898635356
715,101226,0.0,0.21934956842139716
716,101228,1.0,0.6334924408252783
717,101230,0.0,0.20015948927062366
718,101231,0.0,0.28495715576228686
719,101233,0.0,0.47099947821042065
720,101234,1.0,0.768627862395928
721,101239,0.0,0.3091349548718439
722,101240,0.0,0.23650144517512878
723,101242,0.0,0.46018276970177563
724,101244,1.0,0.845552628688332
725,101249,0.0,0.280843220112117
726,101250,0.0,0.37434976292794103
727,101251,1.0,0.7084146761944932
728,101254,1.0,0.5838533004360809
729,101256,0.0,0.4925071760795333
730,101257,1.0,0.6969443657105038
731,101259,0.0,0.40166006946794397
732,101260,0.0,0.3258661712570408
733,101261,1.0,0.5885794478022766
734,101268,0.0,0.43727010279994183
735,101269,0.0,0.2580516522970095
736,101271,1.0,0.9067213285904047
737,101274,0.0,0.3926047787303172
738,101275,1.0,0.6185343719616474
739,101276,1.0,0.5487480306180377
740,101277,1.0,0.6971294470523253
741,101278,0.0,0.27311106319446415
742,101279,1.0,0.5236944116096016
743,101280,0.0,0.4854063270708506
744,101281,0.0,0.16817194887524806
745,101284,0.0,0.19655477769015336
746,101285,0.0,0.12646584510266676
747,101287,0.0,0.42779308841055136
748,101288,1.0,0.8607890706615655
749,101289,0.0,0.19089743637096998
750,101292,1.0,0.6500930512304843
751,101295,0.0,0.16960894149890915
752,101297,1.0,0.7597509936678423
753,101298,0.0,0.1822563179885746
754,101299,1.0,0.6276023112204631
755,101302,0.0,0.3344047828268475
756,101303,1.0,0.743542561968776
757,101304,1.0,0.8581351913116838
758,101311,1.0,0.6782764513233763
759,101312,0.0,0.3948483655845873
760,101315,0.0,0.36535106288337427
761,101320,1.0,0.9633077919317908
762,101321,0.0,0.27311106319446415
763,101323,1.0,0.6498930939364149
764,101324,0.0,0.25072821990929633
765,101325,0.0,0.20015948927062366
766,101328,0.0,0.2887073387903679
767,101329,0.0,0.4636117991714908
768,101330,0.0,0.25072821990929633
769,101331,0.0,0.22603296199087983
770,101332,0.0,0.1850046064540833
771,101333,1.0,0.7378678745036399
772,101335,0.0,0.4299814519038338
773,101336,1.0,0.8107308948673704
774,101342,1.0,0.7546104720692443
775,101343,0.0,0.27638302493605393
776,101344,0.0,0.3027432733087755
777,101346,0.0,0.16817194887524806
778,101347,1.0,0.5535932404051804
779,101348,1.0,0.5792470871517984
